tweet_id,created_at,date,month,weekday,hour,source,is_reply,tweet_text,favorite_count,retweet_count,tweet_length,word_count,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment
816265668958031872,2017-01-03 12:51:15+00:00,2017-01-03,2017-01,Tuesday,12,Android,False,"The Democrat Governor.of Minnesota said ""The Affordable Care Act (ObamaCare) is no longer affordable!"" - And, it is lousy healthcare.",53372,12599,133,20,0.9344316720962524,0.05861382931470871,0.0069545176811516285,-0.9274771544151008,Negative
816298944456232960,2017-01-03 15:03:29+00:00,2017-01-03,2017-01,Tuesday,15,Android,False,"With all that Congress has to work on, do they really have to make the weakening of the Independent Ethics Watchdog, as unfair as it",43062,10851,132,25,0.6579709649085999,0.32468563318252563,0.017343459650874138,-0.6406275052577257,Negative
816300003442495488,2017-01-03 15:07:41+00:00,2017-01-03,2017-01,Tuesday,15,Android,False,"........may be, their number one act and priority. Focus on tax reform, healthcare and so many other things of far greater importance! #DTS",42800,9525,139,23,0.08554442971944809,0.4522465467453003,0.4622090458869934,0.3766646161675453,Positive
816324295781740544,2017-01-03 16:44:13+00:00,2017-01-03,2017-01,Tuesday,16,iPhone,False,"""@DanScavino: Ford to scrap Mexico plant, invest in Michigan due to Trump policies"" https://t.co/137nUo03Gl",52850,15571,107,14,0.5321623086929321,0.4556940495967865,0.012143648229539394,-0.5200186604633927,Negative
816328314759606272,2017-01-03 17:00:11+00:00,2017-01-03,2017-01,Tuesday,17,iPhone,False,"Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for INNOVATION &amp; JOB CREATION. https://t.co/siXrptsOrt",54691,12727,144,20,0.02061978168785572,0.2631048560142517,0.7162753939628601,0.6956556122750044,Positive
816333480409833472,2017-01-03 17:20:43+00:00,2017-01-03,2017-01,Tuesday,17,Android,False,There should be no further releases from Gitmo. These are extremely dangerous people and should not be allowed back onto the battlefield.,82862,20653,137,22,0.9319292902946472,0.061489976942539215,0.006580695975571871,-0.9253485943190753,Negative
816354639859871745,2017-01-03 18:44:47+00:00,2017-01-03,2017-01,Tuesday,18,iPhone,False,"""Trump is already delivering the jobs he promised America"" https://t.co/11spTMa6Tm",53127,14057,82,10,0.01291334256529808,0.2909773588180542,0.6961092352867126,0.6831958927214146,Positive
816433590892429312,2017-01-03 23:58:31+00:00,2017-01-03,2017-01,Tuesday,23,Android,False,I will be having a general news conference on JANUARY ELEVENTH in N.Y.C. Thank you.,57750,14678,83,15,0.00353800505399704,0.5032762885093689,0.49318575859069824,0.4896477535367012,Neutral
816452807024840704,2017-01-04 01:14:52+00:00,2017-01-04,2017-01,Wednesday,1,Android,False,"The ""Intelligence"" briefing on so-called ""Russian hacking"" was delayed until Friday, perhaps more time needed to build a case. Very strange!",80009,23441,140,21,0.8231241703033447,0.16931840777397156,0.007557442411780357,-0.8155667278915644,Negative
816620855958601730,2017-01-04 12:22:38+00:00,2017-01-04,2017-01,Wednesday,12,Android,False,"Julian Assange said ""a 14 year old could have hacked Podesta"" - why was DNC so careless? Also said Russians did not give him the info!",61018,18118,134,26,0.7505690455436707,0.24060460925102234,0.008826330304145813,-0.7417427152395248,Negative
816632793862176769,2017-01-04 13:10:05+00:00,2017-01-04,2017-01,Wednesday,13,Android,False,"""@FoxNews: Julian Assange on U.S. media coverage: “It’s very dishonest.” #Hannity https://t.co/ADcPRQifH9"" More dishonest than anyone knows",42047,14810,139,17,0.8646540641784668,0.127381831407547,0.007964152842760086,-0.8566899113357067,Negative
816635078067490816,2017-01-04 13:19:09+00:00,2017-01-04,2017-01,Wednesday,13,Android,False,Thank you to Ford for scrapping a new plant in Mexico and creating 700 new jobs in the U.S. This is just the beginning - much more to follow,86542,19529,140,29,0.00526956794783473,0.04805625602602959,0.9466742277145386,0.9414046597667038,Positive
816637064708030464,2017-01-04 13:27:03+00:00,2017-01-04,2017-01,Wednesday,13,Android,False,"Somebody hacked the DNC but why did they not have ""hacking defense"" like the RNC has and why have they not responded to the terrible......",42611,10260,138,25,0.8588403463363647,0.13569773733615875,0.005461846943944693,-0.85337849939242,Negative
816638194468999169,2017-01-04 13:31:32+00:00,2017-01-04,2017-01,Wednesday,13,Android,False,"things they did and said (like giving the questions to the debate to H). A total double standard! Media, as usual, gave them a pass.",46561,10731,132,25,0.7511904239654541,0.2355407476425171,0.013268773443996906,-0.7379216505214572,Negative
816644321768312832,2017-01-04 13:55:53+00:00,2017-01-04,2017-01,Wednesday,13,Android,False,"Republicans must be careful in that the Dems own the failed ObamaCare disaster, with its poor coverage and massive premium increases......",46212,11128,138,21,0.8120089769363403,0.17703184485435486,0.010959215462207794,-0.8010497614741325,Negative
816645831659061248,2017-01-04 14:01:53+00:00,2017-01-04,2017-01,Wednesday,14,Android,False,"like the 116% hike in Arizona. Also, deductibles are so high that it is practically useless. Don't let the Schumer clowns out of this web...",46485,11224,140,25,0.9354057908058167,0.0576450452208519,0.0069491746835410595,-0.9284566161222756,Negative
816652088662958082,2017-01-04 14:26:45+00:00,2017-01-04,2017-01,Wednesday,14,Android,False,massive increases of ObamaCare will take place this year and Dems are to blame for the mess. It will fall of its own weight - be careful!,54146,13596,137,27,0.8862338066101074,0.10302071273326874,0.01074554119259119,-0.8754882654175162,Negative
816718880731234304,2017-01-04 18:52:09+00:00,2017-01-04,2017-01,Wednesday,18,Web,False,"Jackie Evancho's album sales have skyrocketed after announcing her Inauguration performance.Some people just don't understand the ""Movement""",79498,17093,140,17,0.034946341067552567,0.27827948331832886,0.6867742538452148,0.6518279127776623,Positive
816977032433270784,2017-01-05 11:57:57+00:00,2017-01-05,2017-01,Thursday,11,Android,False,"The Democrats, lead by head clown Chuck Schumer, know how bad ObamaCare is and what a mess they are in. Instead of working to fix it, they..",53297,13117,140,27,0.9482859969139099,0.04710494726896286,0.004609060939401388,-0.9436769359745085,Negative
816977937731878912,2017-01-05 12:01:33+00:00,2017-01-05,2017-01,Thursday,12,Android,False,"...do the typical political thing and BLAME. The fact is ObamaCare was a lie from the beginning.""Keep you doctor, keep your plan!"" It is....",51725,12288,140,24,0.8233440518379211,0.1670159548521042,0.009640060365200043,-0.8137039914727211,Negative
816979231217483776,2017-01-05 12:06:42+00:00,2017-01-05,2017-01,Thursday,12,Android,False,...time for Republicans &amp; Democrats to get together and come up with a healthcare plan that really works - much less expensive &amp; FAR BETTER!,78310,16580,148,25,0.05775398761034012,0.29858964681625366,0.6436563730239868,0.5859023854136467,Positive
816999062562107392,2017-01-05 13:25:30+00:00,2017-01-05,2017-01,Thursday,13,Android,False,"The dishonest media likes saying that I am in Agreement with Julian Assange - wrong. I simply state what he states, it is for the people....",61944,16324,140,26,0.5314295887947083,0.45004603266716003,0.018524380400776863,-0.5129052083939314,Negative
817004210529116160,2017-01-05 13:45:57+00:00,2017-01-05,2017-01,Thursday,13,Android,False,"to make up their own minds as to the truth. The media lies to make it look like I am against ""Intelligence"" when in fact I am a big fan!",67888,15333,136,30,0.32784926891326904,0.5517009496688843,0.12044981122016907,-0.20739945769309998,Neutral
817071792711942145,2017-01-05 18:14:30+00:00,2017-01-05,2017-01,Thursday,18,Android,False,"Toyota Motor said will build a new plant in Baja, Mexico, to build Corolla cars for U.S. NO WAY! Build plant in U.S. or pay big border tax.",107842,32121,139,28,0.6421858072280884,0.3233053386211395,0.03450886160135269,-0.6076769456267357,Negative
817164923843280896,2017-01-06 00:24:34+00:00,2017-01-06,2017-01,Friday,0,Android,False,"How did NBC get ""an exclusive look into the top secret report he (Obama) was presented?"" Who gave them this report and why? Politics!",68079,20594,133,24,0.6943182945251465,0.2936449348926544,0.012036807835102081,-0.6822814866900444,Negative
817166353266262016,2017-01-06 00:30:15+00:00,2017-01-06,2017-01,Friday,0,Android,False,The Democratic National Committee would not allow the FBI to study or see its computer info after it was supposedly hacked by Russia......,57162,18774,138,23,0.6686694622039795,0.3193296194076538,0.01200089044868946,-0.65666857175529,Negative
817168818539757568,2017-01-06 00:40:03+00:00,2017-01-06,2017-01,Friday,0,Android,False,So how and why are they so sure about hacking if they never even requested an examination of the computer servers? What is going on?,71070,20758,132,25,0.7764554619789124,0.21523110568523407,0.008313460275530815,-0.7681420017033815,Negative
817329823374831617,2017-01-06 11:19:49+00:00,2017-01-06,2017-01,Friday,11,Android,False,"The dishonest media does not report that any money spent on building the Great Wall (for sake of speed), will be paid back by Mexico later!",65840,19129,139,26,0.6965078711509705,0.28340497612953186,0.0200871080160141,-0.6764207631349564,Negative
817334794958807042,2017-01-06 11:39:35+00:00,2017-01-06,2017-01,Friday,11,Android,False,Hillary and the Dems were never going to beat the PASSION of my voters. They saw what was happening in the last two weeks before the......,51431,10555,138,26,0.8383471369743347,0.14722126722335815,0.014431590214371681,-0.823915546759963,Negative
817336355193753600,2017-01-06 11:45:47+00:00,2017-01-06,2017-01,Friday,11,Android,False,and knew they were in big trouble - which is why they cancelled their big fireworks at the last minute.THEY SAW A MOVEMENT LIKE NEVER BEFORE,41623,8277,140,26,0.7220087647438049,0.24889780580997467,0.029093468561768532,-0.6929152961820364,Negative
817341196251070464,2017-01-06 12:05:01+00:00,2017-01-06,2017-01,Friday,12,Android,False,"Hopefully, all supporters, and those who want to MAKE AMERICA GREAT AGAIN, will go to D.C. on January 20th. It will be a GREAT SHOW!",66190,14381,132,25,0.002930005546659231,0.013799608685076237,0.9832704067230225,0.9803404011763632,Positive
817348644647108609,2017-01-06 12:34:37+00:00,2017-01-06,2017-01,Friday,12,Android,False,"Wow, the ratings are in and Arnold Schwarzenegger got ""swamped"" (or destroyed) by comparison to the ratings machine, DJT. So much for....",39031,9331,137,22,0.4580484628677368,0.3531450629234314,0.1888064295053482,-0.2692420333623886,Negative
817350726800306177,2017-01-06 12:42:53+00:00,2017-01-06,2017-01,Friday,12,Android,False,"being a movie star-and that was season 1 compared to season 14. Now compare him to my season 1. But who cares, he supported Kasich &amp; Hillary",41032,8809,144,27,0.45291709899902344,0.5102235078811646,0.03685939311981201,-0.4160577058792114,Neutral
817374875962769408,2017-01-06 14:18:51+00:00,2017-01-06,2017-01,Friday,14,iPhone,False,"Anna Wintour came to my office at Trump Tower to ask me to meet with the editors of Conde Nast &amp; Steven Newhouse, a friend. Will go this AM.",34982,6471,144,29,0.007714832667261362,0.9303876757621765,0.061897434294223785,0.05418260162696242,Neutral
817413321058029568,2017-01-06 16:51:37+00:00,2017-01-06,2017-01,Friday,16,iPhone,False,I am asking the chairs of the House and Senate committees to investigate top secret intelligence shared with NBC prior to me seeing it.,92540,26007,135,24,0.16147053241729736,0.8005709052085876,0.03795851022005081,-0.12351202219724655,Neutral
817453219613917185,2017-01-06 19:30:09+00:00,2017-01-06,2017-01,Friday,19,Web,False,Monitoring the terrible situation in Florida. Just spoke to Governor Scott. Thoughts and prayers for all. Stay safe!,96091,22189,116,18,0.5062376856803894,0.39811989665031433,0.09564244002103806,-0.41059524565935135,Negative
817522928862502913,2017-01-07 00:07:09+00:00,2017-01-07,2017-01,Saturday,0,iPhone,False,Happy Birthday @EricTrump! https://t.co/bJaEY7qFSn,48269,7769,50,4,0.005609237123280764,0.014903217554092407,0.9794875979423523,0.9738783608190715,Positive
817579925771341825,2017-01-07 03:53:38+00:00,2017-01-07,2017-01,Saturday,3,Android,False,Gross negligence by the Democratic National Committee allowed hacking to take place.The Republican National Committee had strong defense!,67736,16472,137,18,0.8965592980384827,0.09304337948560715,0.010397324338555336,-0.8861619736999273,Negative
817701436096126977,2017-01-07 11:56:29+00:00,2017-01-07,2017-01,Saturday,11,Android,False,Intelligence stated very strongly there was absolutely no evidence that hacking affected the election results. Voting machines not touched!,68966,18247,139,19,0.3344627022743225,0.567204475402832,0.09833281487226486,-0.23612988740205765,Neutral
817703208567078913,2017-01-07 12:03:31+00:00,2017-01-07,2017-01,Saturday,12,Android,False,Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!,84016,19739,138,26,0.9071297645568848,0.08377416431903839,0.009096072986721992,-0.8980336915701628,Negative
817748207694467072,2017-01-07 15:02:20+00:00,2017-01-07,2017-01,Saturday,15,Android,False,"Having a good relationship with Russia is a good thing, not a bad thing. Only ""stupid"" people, or fools, would think that it is bad! We.....",100987,29384,140,26,0.3245053291320801,0.3741593658924103,0.30133527517318726,-0.023170053958892822,Neutral
817750330196819968,2017-01-07 15:10:46+00:00,2017-01-07,2017-01,Saturday,15,Android,False,"have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and....",78260,18629,140,25,0.35806724429130554,0.5045115947723389,0.1374211609363556,-0.22064608335494995,Neutral
817753083707015168,2017-01-07 15:21:42+00:00,2017-01-07,2017-01,Saturday,15,Android,False,"both countries will, perhaps, work together to solve some of the many great and pressing problems and issues of the WORLD!",69956,16259,122,21,0.017469270154833794,0.14192938804626465,0.8406013250350952,0.8231320548802614,Positive
817882028272128001,2017-01-07 23:54:05+00:00,2017-01-07,2017-01,Saturday,23,Android,False,Congratulation to Jane Timken on her major upset victory in becoming the Ohio Republican Party Chair. Jane is a loyal Trump supporter &amp; star,65268,12192,144,24,0.002704752143472433,0.023106461390852928,0.9741887450218201,0.9714839928783476,Positive
817915516018892805,2017-01-08 02:07:09+00:00,2017-01-08,2017-01,Sunday,2,Android,False,"I look very much forward to meeting Prime Minister Theresa May in Washington in the Spring. Britain, a longtime U.S. ally, is very special!",85216,17231,139,24,0.0017252760007977486,0.01223139651119709,0.9860433340072632,0.9843180580064654,Positive
818134360712953858,2017-01-08 16:36:46+00:00,2017-01-08,2017-01,Sunday,16,Android,False,"""@KellyannePolls: Welcome to President and Mrs. Bush. https://t.co/I1K4nj1gVu"" Very nice!",28740,5437,89,10,0.003132545854896307,0.017675548791885376,0.9791918992996216,0.9760593534447253,Positive
818134981344165888,2017-01-08 16:39:14+00:00,2017-01-08,2017-01,Sunday,16,Android,False,"""@FoxNews: ""We certainly don’t want intelligence interfering with politics and we don’t want politics interfe… https://t.co/bwDjEg1d7S""",35121,8043,135,16,0.2758652865886688,0.6965668797492981,0.027567783370614052,-0.24829750321805477,Neutral
818136714396975104,2017-01-08 16:46:07+00:00,2017-01-08,2017-01,Sunday,16,Android,False,Kellyanne Conway went to @MeetThePress this morning for an interview with @chucktodd. Dishonest media cut out 9 of her 10 minutes. Terrible!,58246,18009,140,22,0.929815948009491,0.06471625715494156,0.005467760842293501,-0.9243481871671975,Negative
818169485169410048,2017-01-08 18:56:20+00:00,2017-01-08,2017-01,Sunday,18,Android,False,"Before I, or anyone, saw the classified and/or highly confidential hacking intelligence report, it was leaked out to @NBCNews. So serious!",74117,20653,138,21,0.7652671933174133,0.21995951235294342,0.014773326925933361,-0.75049386639148,Negative
818307689323368448,2017-01-09 04:05:31+00:00,2017-01-09,2017-01,Monday,4,Android,False,Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!,77977,19152,137,27,0.7916544675827026,0.19486482441425323,0.01348070614039898,-0.7781737614423037,Negative
818416446527172608,2017-01-09 11:17:40+00:00,2017-01-09,2017-01,Monday,11,Android,False,Rupert Murdoch is a great guy who likes me much better as a very successful candidate than he ever did as a very successful developer!,37714,7303,134,25,0.009043599478900433,0.03158789500594139,0.9593685269355774,0.950324927456677,Positive
818419002548568064,2017-01-09 11:27:50+00:00,2017-01-09,2017-01,Monday,11,Android,False,"Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a.....",123217,37502,140,24,0.8444936275482178,0.1412057876586914,0.014300582930445671,-0.8301930446177721,Negative
818421066859167746,2017-01-09 11:36:02+00:00,2017-01-09,2017-01,Monday,11,Android,False,"Hillary flunky who lost big. For the 100th time, I never ""mocked"" a disabled reporter (would never do that) but simply showed him.......",84171,21354,136,23,0.8700394630432129,0.12183117866516113,0.008129473775625229,-0.8619099892675877,Negative
818422930157830144,2017-01-09 11:43:26+00:00,2017-01-09,2017-01,Monday,11,Android,False,"""groveling"" when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!",69118,16028,137,26,0.9261897206306458,0.06885384768247604,0.004956415854394436,-0.9212333047762513,Negative
818460862675558400,2017-01-09 14:14:10+00:00,2017-01-09,2017-01,Monday,14,Android,False,"It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after...",100861,23305,140,22,0.0035626001190394163,0.16332773864269257,0.8331096768379211,0.8295470767188817,Positive
818461467766824961,2017-01-09 14:16:34+00:00,2017-01-09,2017-01,Monday,14,Android,False,Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford &amp; Fiat C!,109595,23379,143,27,0.008805745281279087,0.11178414523601532,0.8794101476669312,0.8706044023856521,Positive
818586286034485250,2017-01-09 22:32:33+00:00,2017-01-09,2017-01,Monday,22,iPhone,False,An old picture with Nancy and Ronald Reagan. https://t.co/8kvQ1PzPAf,123554,24973,68,9,0.013807610608637333,0.9511899352073669,0.03500242158770561,0.02119481097906828,Neutral
818643528905621504,2017-01-10 02:20:01+00:00,2017-01-10,2017-01,Tuesday,2,iPhone,False,Thank you to all of the men and women who protect &amp; serve our communities 24/7/365! #LawEnforcementAppreciationDay… https://t.co/aqUbDipSgv,93051,23231,143,18,0.00434900214895606,0.02341451868414879,0.9722364544868469,0.9678874523378909,Positive
818841421364989952,2017-01-10 15:26:22+00:00,2017-01-10,2017-01,Tuesday,15,iPhone,False,'U.S. Small-Business Optimism Index Surges by Most Since 1980' https://t.co/X22x1BttdG,42009,11159,86,10,0.011049692519009113,0.4052930176258087,0.5836572647094727,0.5726075721904635,Positive
818922995980845056,2017-01-10 20:50:31+00:00,2017-01-10,2017-01,Tuesday,20,iPhone,False,'Small business optimism soars after Trump election' https://t.co/WjBaTp824U,49639,11791,76,8,0.3802720904350281,0.5666848421096802,0.05304304510354996,-0.3272290453314781,Neutral
818948254943604736,2017-01-10 22:30:53+00:00,2017-01-10,2017-01,Tuesday,22,iPhone,False,'Trump Helps Lift Small Business Confidence to 12-Yr. High' https://t.co/MhbABREhzt https://t.co/CWAvJ4fRdx,43435,10499,107,11,0.00654595997184515,0.23546704649925232,0.7579870223999023,0.7514410624280572,Positive
818990655418617856,2017-01-11 01:19:23+00:00,2017-01-11,2017-01,Wednesday,1,Android,False,FAKE NEWS - A TOTAL POLITICAL WITCH HUNT!,93960,29205,41,8,0.9133318662643433,0.07517801225185394,0.011490103788673878,-0.9018417624756694,Negative
819000924207251456,2017-01-11 02:00:11+00:00,2017-01-11,2017-01,Wednesday,2,iPhone,False,'BuzzFeed Runs Unverifiable Trump-Russia Claims' #FakeNews https://t.co/d6daCFZHNh,45277,15013,82,7,0.7913543581962585,0.19900044798851013,0.009645207785069942,-0.7817091504111886,Negative
819155311793700865,2017-01-11 12:13:40+00:00,2017-01-11,2017-01,Wednesday,12,Android,False,"Russia just said the unverified report paid for by political opponents is ""A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."" Very unfair!",66237,17574,138,21,0.9243722558021545,0.06923277676105499,0.0063949632458388805,-0.9179772925563157,Negative
819159806489591809,2017-01-11 12:31:31+00:00,2017-01-11,2017-01,Wednesday,12,Android,False,"Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!",85813,23709,114,23,0.7377461194992065,0.23070460557937622,0.031549323350191116,-0.7061967961490154,Negative
819162968592183298,2017-01-11 12:44:05+00:00,2017-01-11,2017-01,Wednesday,12,Android,False,"I win an election easily, a great ""movement"" is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!",115066,28585,138,24,0.5737245678901672,0.24499908089637756,0.1812763512134552,-0.39244821667671204,Negative
819164172781060096,2017-01-11 12:48:52+00:00,2017-01-11,2017-01,Wednesday,12,Android,False,"Intelligence agencies should never have allowed this fake news to ""leak"" into the public. One last shot at me.Are we living in Nazi Germany?",108284,31725,140,24,0.9367973208427429,0.058096617460250854,0.0051060086116194725,-0.9316913122311234,Negative
819393877174087682,2017-01-12 04:01:38+00:00,2017-01-12,2017-01,Thursday,4,Android,False,We had a great News Conference at Trump Tower today. A couple of FAKE NEWS organizations were there but the people truly get what's going on,117510,28013,140,26,0.04611096903681755,0.1655866652727127,0.7883024215698242,0.7421914525330067,Positive
819399723924803585,2017-01-12 04:24:52+00:00,2017-01-12,2017-01,Thursday,4,Android,False,"""@zhu_amy3: @realDonaldTrump It's Morning in America again!!! ☀️☀️☀️Thank you President-Elect Donald Trump!!! So proud of you!!!!"" THANKS!",52250,9407,138,17,0.0027613132260739803,0.0062294574454426765,0.9910092353820801,0.9882479221560061,Positive
819520238446411777,2017-01-12 12:23:45+00:00,2017-01-12,2017-01,Thursday,12,Android,False,"James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!",71695,17156,138,21,0.9266427755355835,0.06777337938547134,0.005583832040429115,-0.9210589434951544,Negative
819541997325316096,2017-01-12 13:50:13+00:00,2017-01-12,2017-01,Thursday,13,Android,False,Thank you to Linda Bean of L.L.Bean for your great support and courage. People will support you even more now. Buy L.L.Bean. @LBPerfectMaine,92600,21477,140,23,0.0029836497269570827,0.02159103751182556,0.9754253029823303,0.9724416532553732,Positive
819550083742109696,2017-01-12 14:22:21+00:00,2017-01-12,2017-01,Thursday,14,Android,False,.@CNN is in a total meltdown with their FAKE NEWS because their ratings are tanking since election and their credibility will soon be gone!,127608,35250,139,24,0.9386432766914368,0.05411898344755173,0.007237711455672979,-0.9314055652357638,Negative
819600124133474307,2017-01-12 17:41:11+00:00,2017-01-12,2017-01,Thursday,17,iPhone,False,Congrats to the Senate for taking the first step to #RepealObamacare- now it's onto the House!,85951,19307,94,16,0.0029709720984101295,0.02921849675476551,0.9678105115890503,0.9648395394906402,Positive
819858926455967744,2017-01-13 10:49:34+00:00,2017-01-13,2017-01,Friday,10,Android,False,"All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!",80961,16644,136,26,0.022951869294047356,0.07722107321023941,0.8998270630836487,0.8768751937896013,Positive
819863039902097408,2017-01-13 11:05:55+00:00,2017-01-13,2017-01,Friday,11,Android,False,It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued....,72507,17299,140,25,0.8382893204689026,0.15364298224449158,0.008067683316767216,-0.8302216371521354,Negative
819864373988573184,2017-01-13 11:11:13+00:00,2017-01-13,2017-01,Friday,11,Android,False,"Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably...",54584,12500,140,20,0.8229321241378784,0.15942519903182983,0.017642715945839882,-0.8052894081920385,Negative
819865802849587200,2017-01-13 11:16:54+00:00,2017-01-13,2017-01,Friday,11,Android,False,"released by ""Intelligence"" even knowing there is no proof, and never will be. My people will have a full report on hacking within 90 days!",54075,12255,138,25,0.7578446269035339,0.22429479658603668,0.01786058396100998,-0.739984042942524,Negative
819867246352801792,2017-01-13 11:22:38+00:00,2017-01-13,2017-01,Friday,11,Android,False,What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never.....,58039,12744,134,21,0.8245569467544556,0.1681956648826599,0.0072473869659006596,-0.8173095597885549,Negative
819868066364461058,2017-01-13 11:25:54+00:00,2017-01-13,2017-01,Friday,11,Android,False,have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!,67252,13436,139,27,0.918093740940094,0.07450336217880249,0.0074029164388775826,-0.9106908245012164,Negative
819869953692155904,2017-01-13 11:33:24+00:00,2017-01-13,2017-01,Friday,11,Android,False,"The ""Unaffordable"" Care Act will soon be history!",129591,30025,49,8,0.9121801853179932,0.07861077785491943,0.009209012612700462,-0.9029711727052927,Negative
819962894616064001,2017-01-13 17:42:42+00:00,2017-01-13,2017-01,Friday,17,Web,False,"A beautiful funeral today for a real NYC hero, Detective Steven McDonald. Our law enforcement community has my complete and total support.",109424,21197,138,22,0.010040957480669022,0.030209388583898544,0.9597496390342712,0.9497086815536022,Positive
820251730407473153,2017-01-14 12:50:26+00:00,2017-01-14,2017-01,Saturday,12,Android,False,"Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to......",87998,21049,140,23,0.8157268166542053,0.1648729145526886,0.01940033584833145,-0.7963264808058739,Negative
820255947956383744,2017-01-14 13:07:12+00:00,2017-01-14,2017-01,Saturday,13,Android,False,"mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!",76914,16589,133,21,0.8953227996826172,0.09659238904714584,0.00808472279459238,-0.8872380768880248,Negative
